Id,Sales
1,4400.635
2,6897.8174
3,8656.05
4,5625.9556
5,6137.316
6,5349.2812
7,7680.0415
8,7476.6733
9,4689.2266
10,5536.9214
11,6312.7983
12,7583.117
13,6440.073
14,7572.208
15,5255.575
16,4342.9497
17,5422.542
18,9073.944
19,10935.497
20,9233.222
21,7031.7295
22,5193.065
23,5534.198
24,4049.49
25,7815.2666
26,9266.586
27,8607.599
28,5571.367
29,4861.13
30,4556.1997
31,4892.081
32,9921.7
33,6788.278
34,5031.755
35,5016.3975
36,6944.2485
37,3770.001
38,6677.666
39,3896.611
40,6094.5947
41,7014.741
42,5148.4365
43,6590.8164
44,5900.6816
45,4308.1055
46,6516.1143
47,6264.309
48,9653.774
49,5490.722
50,7692.451
51,6824.2744
52,9073.006
53,6321.9316
54,8840.276
55,4443.048
56,4600.8374
57,6097.924
58,5500.2944
59,8679.472
60,7061.698
61,5317.0625
62,6906.616
63,6302.9463
64,8973.389
65,3689.432
66,12609.485
67,4543.017
68,5812.393
69,8000.071
70,5378.221
71,5618.0776
72,6170.7866
73,6931.195
74,4700.4136
75,4816.584
76,7320.003
77,6975.3906
78,6623.981
79,4345.2993
80,6721.1045
81,10181.578
82,6163.145
83,4463.1304
84,6211.0557
85,5697.086
86,6495.986
87,6560.1304
88,3828.8345
89,7302.914
90,5750.124
91,6840.5996
92,6352.267
93,4309.0205
94,6252.803
95,4814.931
96,7056.091
97,8887.627
98,4919.683
99,5074.1157
100,5655.2153
101,5491.265
102,5293.164
103,7996.7954
104,6410.5283
105,7251.049
106,5387.6123
107,4510.04
108,6079.5054
109,7482.2847
110,8093.4253
111,7320.006
112,7608.982
113,5421.647
114,7988.9346
115,5621.3125
116,7272.321
117,8345.038
118,6289.4863
119,9435.636
120,7384.1357
121,7401.9946
122,5439.1763
123,6839.1436
124,7318.4443
125,6257.382
126,3867.7048
127,5384.768
128,7476.3804
129,6834.9116
130,4880.662
131,8346.018
132,6398.9995
133,5433.8784
134,5318.8057
135,5376.1675
136,6995.7646
137,6733.419
138,6460.119
139,4882.0674
140,4711.0186
141,6389.0605
142,3425.015
143,6236.0264
144,4632.294
145,8365.649
146,6752.855
147,6206.289
148,7940.3755
149,5197.873
150,4422.5312
151,10128.304
152,6542.6714
153,7516.318
154,7474.525
155,4885.0356
156,5545.2563
157,5268.659
158,7097.892
159,11041.684
160,5577.946
161,2919.651
162,4618.724
163,7745.842
164,8609.494
165,5843.179
166,6832.069
167,4422.306
168,5217.86
169,3006.4446
170,4792.8096
171,5521.178
172,6128.172
173,7100.622
174,5797.561
175,7279.836
176,8292.403
177,7128.582
178,4335.44
179,9047.772
180,10618.651
181,5877.0933
182,7486.202
183,4655.5654
184,6052.792
185,3751.142
186,7017.983
187,5058.037
188,8356.6
189,6731.496
190,8128.833
191,7932.44
192,5043.081
193,7893.716
194,18765.893
195,10280.869
196,5748.5903
197,2662.0305
198,5656.3584
199,9428.79
200,5493.284
201,10814.063
202,19432.686
203,3301.0454
204,5108.712
205,8262.5625
206,4798.1167
207,9178.462
208,6374.4956
209,6792.0186
210,3566.2388
211,6968.5254
212,6159.614
213,7016.7383
214,8227.732
215,5796.2656
216,5411.304
217,6508.1494
218,5065.8145
219,4752.031
220,7412.4204
221,5370.5376
222,5783.165
223,6961.1445
224,5814.6255
225,5038.139
226,6906.618
227,6861.981
228,7691.631
229,5912.69
230,6432.2734
231,5380.027
232,3395.2236
233,6023.5166
234,6930.7905
235,4864.614
236,4304.4614
237,9123.824
238,6739.665
239,8503.272
240,6400.7417
241,5429.452
242,5155.781
243,4245.7085
244,9515.593
245,4931.217
246,7470.2637
247,14664.316
248,6792.128
249,6409.217
250,4607.072
251,4405.6064
252,6994.025
253,3852.2717
254,6108.8423
255,9342.197
256,5168.9663
257,13686.114
258,13842.187
259,4642.802
260,7033.29
261,4900.1
262,6294.2744
263,5266.745
264,10272.373
265,6799.414
266,8200.141
267,4434.4
268,6629.8345
269,4418.1436
270,8029.8467
271,6433.198
272,5700.089
273,6092.5005
274,5142.375
275,7797.2803
276,8941.518
277,5302.991
278,9924.088
279,6154.827
280,8916.907
281,4438.167
282,5050.7573
283,5034.8955
284,9317.726
285,6216.031
286,7107.4707
287,6464.516
288,8370.714
289,4112.6655
290,7512.512
291,5776.637
292,3749.7388
293,14004.779
294,16620.336
295,6928.543
296,7662.288
297,9032.818
298,9902.207
299,10176.972
300,5902.5156
301,7291.081
302,5485.025
303,7667.714
304,3918.9758
305,5404.093
306,5113.845
307,5411.253
308,7300.1743
309,4815.299
310,4492.9136
311,5502.9487
312,3538.3174
313,4359.336
314,5148.6016
315,6233.221
316,8636.544
317,8029.4663
318,6907.1265
319,5854.1226
320,5627.592
321,10375.496
322,7474.2324
323,5390.735
324,4126.1787
325,8509.35
326,4253.8955
327,6352.67
328,3111.5215
329,4918.541
330,7455.9136
331,5725.2603
332,4908.2964
333,7950.376
334,9068.296
335,11020.438
336,5290.3667
337,8962.504
338,3154.0818
339,5021.896
340,5708.228
341,4019.7004
342,7713.5884
343,5011.0015
344,4993.4355
345,8423.835
346,11299.555
347,7977.445
348,5147.3887
349,5166.1846
350,7727.407
351,6521.6436
352,5996.658
353,4399.3525
354,6810.7725
355,9123.604
356,4479.665
357,6126.985
358,7205.9897
359,7730.4785
360,12773.415
361,5842.2114
362,12474.732
363,6474.97
364,4929.4727
365,3474.063
366,5996.4106
367,5760.447
368,4832.435
369,6936.699
370,4473.816
371,4228.4204
372,6443.515
373,3355.6133
374,7515.827
375,6226.7993
376,7562.493
377,7927.2305
378,4886.5625
379,8766.554
380,6398.4824
381,4743.4214
382,4907.182
383,5279.3955
384,10340.498
385,6189.7017
386,4660.786
387,7420.832
388,7851.357
389,6355.7563
390,6137.4966
391,8236.931
392,5227.556
393,5166.6377
394,5528.689
395,8191.077
396,5597.5693
397,5902.4487
398,5485.5303
399,4919.592
400,3658.039
401,4755.286
402,7472.901
403,7861.7705
404,10095.915
405,10372.5625
406,7387.623
407,4394.6064
408,4660.9434
409,10368.065
410,9451.43
411,7201.6465
412,8124.557
413,8173.7573
414,5385.874
415,3796.308
416,10465.721
417,5248.053
418,6341.488
419,5964.487
420,2658.7258
421,10475.316
422,5320.0166
423,4839.626
424,4432.577
425,5542.4614
426,6349.051
427,7800.284
428,6087.4565
429,4209.139
430,4778.229
431,4228.658
432,2946.9255
433,6785.9863
434,17454.232
435,5240.79
436,5176.7466
437,6388.894
438,4777.169
439,5240.7153
440,4464.4644
441,4431.856
442,6984.8945
443,6550.1367
444,3803.43
445,8477.13
446,5777.4097
447,4710.065
448,8207.772
449,7800.194
450,9741.484
451,5630.8457
452,6905.378
453,4390.273
454,5505.939
455,14370.1455
456,8772.654
457,5892.3076
458,4686.9106
459,4590.6074
460,5585.465
461,4492.3257
462,9155.467
463,4782.7925
464,5407.61
465,6466.0444
466,4489.451
467,6188.0293
468,6807.0283
469,7666.6025
470,6465.6216
471,4108.351
472,5421.5654
473,6218.563
474,9280.863
475,8368.816
476,6191.21
477,4393.3027
478,7046.3516
479,5564.0537
480,4267.4604
481,7146.523
482,6974.6226
483,6174.4463
484,5471.241
485,6223.885
486,7098.569
487,5228.3096
488,6424.7905
489,6503.5996
490,5564.9497
491,8418.567
492,5485.808
493,4803.5024
494,10757.103
495,5726.7725
496,3390.397
497,7751.654
498,8480.828
499,10085.936
500,4821.984
501,5603.1167
502,5823.264
503,7184.3267
504,5673.8315
505,7440.009
506,2905.0676
507,5726.228
508,5933.9595
509,5698.89
510,4696.6807
511,6535.8804
512,8118.372
513,4374.7607
514,8162.2393
515,6440.3916
516,8405.618
517,4127.711
518,6368.485
519,5586.716
520,6665.9414
521,8072.0083
522,4375.6445
523,7043.3516
524,7465.082
525,7036.8296
526,4744.06
527,3319.6665
528,6909.1567
529,6837.2446
530,7707.783
531,6758.225
532,5379.4634
533,7814.7812
534,6614.368
535,6596.282
536,7244.461
537,5574.2744
538,7512.3433
539,10164.791
540,7870.4536
541,4424.943
542,5512.9873
543,4109.6616
544,0.0
545,7825.3564
546,5389.477
547,8373.963
548,4211.2275
549,6637.2837
550,6128.274
551,10126.754
552,4161.67
553,5351.9263
554,5552.01
555,7601.8726
556,4985.352
557,6842.9604
558,7026.6357
559,9437.107
560,6434.001
561,6545.0415
562,5335.1694
563,4529.5327
564,4804.152
565,10158.369
566,9058.095
567,5614.2886
568,14816.643
569,6067.7466
570,4879.815
571,5956.3115
572,7874.259
573,8985.752
574,6339.643
575,7250.4
576,7669.4697
577,6942.1875
578,5601.9614
579,5460.934
580,5382.568
581,4739.284
582,4026.96
583,5329.5684
584,8386.026
585,15525.346
586,5915.405
587,4836.7314
588,6847.0337
589,3558.3674
590,5734.2607
591,3534.6145
592,8232.353
593,5512.6475
594,6115.7827
595,12579.7705
596,10370.634
597,6459.5713
598,6561.1074
599,3229.2705
600,5596.183
601,5354.7275
602,7998.4355
603,4652.106
604,3631.7783
605,5596.2744
606,5181.6514
607,7592.423
608,5895.6514
609,3061.5535
610,6835.672
611,7378.8047
612,7279.9746
613,4640.369
614,4379.618
615,7290.0586
616,3851.7356
617,9302.412
618,5023.5625
619,4638.812
620,6382.317
621,5692.861
622,4519.6753
623,5776.8276
624,6517.6997
625,9106.596
626,9222.198
627,5478.41
628,3808.672
629,5557.3716
630,7967.1865
631,4957.5767
632,5881.344
633,5783.0986
634,11190.802
635,7305.2754
636,5675.4624
637,6593.599
638,4173.714
639,8601.491
640,5515.7017
641,12593.696
642,5940.4873
643,5252.008
644,5027.4917
645,3398.699
646,7429.4893
647,17620.775
648,4166.5234
649,4437.108
650,9236.784
651,6473.252
652,6337.9985
653,7504.565
654,5860.9326
655,5053.833
656,4518.3984
657,8970.417
658,5658.8003
659,6808.837
660,6751.81
661,4513.957
662,6807.977
663,5296.2793
664,3185.2324
665,8402.718
666,7904.2944
667,4220.193
668,6841.5205
669,6407.57
670,4196.6343
671,8824.593
672,5631.1807
673,8218.681
674,4220.2803
675,4844.7466
676,6042.9785
677,0.0
678,7298.685
679,4288.59
680,6219.75
681,4870.1885
682,5299.0293
683,5218.7603
684,6412.804
685,6648.746
686,7316.1855
687,5474.475
688,7411.839
689,6037.7593
690,8295.376
691,8846.7295
692,6317.042
693,3068.6787
694,5583.282
695,7151.933
696,4546.681
697,10813.097
698,5560.272
699,8278.229
700,10474.193
701,5656.6206
702,4272.0605
703,10087.047
704,9559.756
705,5336.2964
706,8558.68
707,9535.292
708,5660.75
709,5049.8755
710,6598.95
711,5678.8975
712,5338.7603
713,6746.5728
714,4789.922
715,6031.1553
716,6782.087
717,6491.746
718,7708.7085
719,5610.302
720,6598.7485
721,3411.1804
722,7306.54
723,6642.023
724,5691.1465
725,6601.961
726,6725.162
727,9006.455
728,5483.2974
729,4981.564
730,5556.4893
731,6469.3022
732,7271.571
733,4258.7085
734,4104.216
735,7619.088
736,6310.5093
737,5652.77
738,7251.8887
739,5944.4927
740,6545.327
741,4416.5913
742,3882.735
743,6250.2715
744,6061.6562
745,6540.822
746,9413.541
747,8109.189
748,4718.4824
749,8480.75
750,3239.0037
751,3376.522
752,6274.9536
753,11149.527
754,7504.523
755,7019.485
756,4714.864
757,6884.845
758,9814.75
759,5559.362
760,7724.8164
761,5999.619
762,4458.2744
763,5165.6353
764,5352.8496
765,5833.9087
766,4619.23
767,4937.1685
768,4037.4082
769,6924.8345
770,7324.039
771,4791.579
772,5856.116
773,6347.6675
774,5084.288
775,4655.9575
776,8031.24
777,7450.6055
778,5545.4155
779,4017.0247
780,12815.991
781,5752.048
782,5306.0083
783,8627.598
784,8290.318
785,6932.485
786,5579.398
787,7154.056
788,9171.487
789,12765.804
790,4633.1675
791,4618.819
792,4564.2935
793,6469.721
794,5436.3784
795,7515.889
796,8451.073
797,5527.152
798,4082.8013
799,6077.557
800,7630.788
801,4867.844
802,6465.1826
803,3745.4446
804,6964.055
805,7309.771
806,7096.139
807,8904.386
808,6008.8384
809,3531.9717
810,5772.664
811,7205.2397
812,7866.727
813,7196.1123
814,6762.6587
815,6043.368
816,4058.9563
817,9107.276
818,4177.844
819,10478.224
820,5456.485
821,4070.1687
822,6490.5103
823,5753.5425
824,6961.61
825,7062.882
826,3414.7234
827,4449.4434
828,6654.651
829,8484.13
830,9605.051
831,4741.7783
832,5842.2524
833,7640.9526
834,5788.1147
835,5114.9053
836,9482.911
837,7981.648
838,10966.178
839,4178.725
840,5181.04
841,0.0
842,7754.8984
843,5451.486
844,9762.806
845,6520.521
846,4649.9746
847,5134.4893
848,4194.411
849,4899.7827
850,5944.9844
851,4794.47
852,5346.8125
853,9895.979
854,6266.6655
855,19610.08
856,5706.691
857,4450.7676
858,6829.5234
859,8566.896
860,5575.9253
861,6109.384
862,5322.016
863,7634.5127
864,7431.1445
865,4661.9614
866,5486.891
867,6284.866
868,7501.641
869,6381.55
870,7484.6987
871,5228.3105
872,4292.9194
873,5395.277
874,9025.748
875,10832.852
876,9166.833
877,7003.7983
878,5165.8
879,5506.933
880,3999.4597
881,7787.3354
882,9221.922
883,8614.311
884,5564.678
885,4811.1
886,4606.3325
887,4935.9014
888,9855.312
889,6719.9834
890,5081.8877
891,4989.1323
892,6898.7197
893,3719.9705
894,6650.5767
895,3946.7437
896,6144.0605
897,6986.8096
898,5098.4062
899,6640.2827
900,5872.7495
901,4358.2383
902,6457.591
903,6313.7754
904,9609.111
905,5531.084
906,7603.298
907,6873.74
908,9028.343
909,6294.0
910,8773.889
911,4393.0176
912,4550.8066
913,6079.7627
914,5496.84
915,8634.808
916,7033.766
917,5267.032
918,6956.082
919,6352.4043
920,8884.236
921,3639.4016
922,12514.325
923,4492.987
924,5762.3623
925,7955.407
926,5350.9565
927,5599.9165
928,6103.1587
929,6885.6665
930,4689.1675
931,4866.7173
932,7369.469
933,6947.4585
934,6596.05
935,4295.269
936,6693.173
937,10183.566
938,6135.2134
939,4413.1
940,6201.989
941,5669.1543
942,6545.452
943,6609.5884
944,3778.804
945,7274.982
946,5716.414
947,6812.6675
948,6324.336
949,4258.99
950,6224.8716
951,4865.0635
952,7028.1587
953,8842.963
954,4892.4185
955,5046.851
956,5704.6816
957,5531.627
958,5265.8984
959,7952.1323
960,6345.547
961,7205.5205
962,5360.3467
963,4460.01
964,6051.573
965,7436.7554
966,8048.7617
967,7292.074
968,7589.643
969,5371.6167
970,7943.406
971,5571.2827
972,7182.3022
973,8300.375
974,6338.953
975,9369.248
976,7433.602
977,7374.0635
978,5411.911
979,6811.212
980,7290.5127
981,6198.8584
982,3817.6746
983,5434.901
984,7386.3623
985,6806.98
986,4853.397
987,8256.865
988,6410.4316
989,5484.011
990,5368.939
991,5326.1377
992,6967.833
993,6705.488
994,6401.596
995,4891.9536
996,4660.9883
997,6361.1294
998,3475.1475
999,6177.5933
1000,4605.029
1001,8320.986
1002,6724.923
1003,6255.755
1004,7989.8335
1005,5162.352
1006,4472.6646
1007,10083.642
1008,6514.7393
1009,7488.3867
1010,7446.5933
1011,4935.1685
1012,5521.5386
1013,5241.394
1014,7029.5986
1015,10935.868
1016,5550.68
1017,2969.7754
1018,4568.694
1019,7717.91
1020,8653.132
1021,5815.247
1022,6804.1367
1023,4395.041
1024,5167.8296
1025,2956.4143
1026,4742.779
1027,5493.9136
1028,6100.24
1029,7055.094
1030,5756.635
1031,7329.303
1032,8247.74
1033,7100.65
1034,4385.5728
1035,9003.109
1036,10564.582
1037,5827.0625
1038,7440.674
1039,4705.6987
1040,6024.8604
1041,3701.1116
1042,6972.4546
1043,5030.772
1044,8311.937
1045,6703.5645
1046,8084.1694
1047,7887.7764
1048,5015.8154
1049,7865.7837
1050,18657.084
1051,10236.205
1052,5698.5605
1053,2712.1545
1054,5705.8247
1055,9384.127
1056,5466.019
1057,10718.643
1058,19358.994
1059,3351.1694
1060,5058.6816
1061,8312.021
1062,4748.086
1063,9112.073
1064,6315.9727
1065,6764.087
1066,3516.2085
1067,6940.5933
1068,6131.682
1069,6971.21
1070,8230.397
1071,5768.3335
1072,5461.4365
1073,6501.2163
1074,5079.675
1075,4802.155
1076,7461.8857
1077,5343.2725
1078,5755.233
1079,6892.851
1080,5764.595
1081,5010.874
1082,6838.324
1083,6814.7197
1084,7698.1504
1085,5884.7583
1086,6419.7153
1087,5352.7617
1088,3445.3481
1089,6005.3555
1090,6885.2617
1091,4914.7466
1092,4254.431
1093,9079.16
1094,6711.733
1095,8458.609
1096,6372.8096
1097,5402.1875
